,borough,block,lot,cd,council,zipcode,address,zonedist1,bldgclass,landuse,ownertype,ownername,Final,lotarea, bldgarea ,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,xcoord,ycoord,zonemap,version,latitude,longitude
179,MN,1994,45,109.0,7.0,10027.0,528 RIVERSIDE DRIVE,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7393,"  29,274 ",0.0,29274.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,33,33,80.0,95.0,80.0,80.0,161100,1224900,1926,0,0,,,3.96,6.02,0.0,6.5,1,1019940045,994980.0,236010.0,5c,22v2,40.8144621,-73.9612362
180,MN,1976,48,109.0,7.0,10027.0,520 WEST 122 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6819,"  29,094 ",0.0,29094.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,23,23,75.0,90.92,75.0,75.0,116550,1320300,1926,1988,0,,,4.27,6.02,0.0,6.5,1,1019760048,995358.0,234768.0,5c,22v2,40.8110527,-73.9598727
181,MN,524,9,102.0,1.0,10012.0,509 LA GUARDIA PLACE,C1-7,K1,5.0,,"NEW YORK UNIVERSITY,A NY EDUCATION CORPO RATION",NEW YORK UNIVERSITY,16235,29000,29000.0,0.0,0.0,29000.0,0.0,0.0,0.0,0.0,1,1.0,0,1,130.0,124.58,130.0,115.0,2790000,5059350,1961,0,0,,,1.79,6.02,2.0,6.5,1,1005240009,984600.0,204354.0,12c,22v2,40.7275812,-73.9987372
182,MN,1976,16,109.0,7.0,10027.0,519 WEST 121 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6728,"  28,668 ",0.0,28668.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,34,34,66.67,100.92,67.0,86.0,108900,1149750,1926,1988,0,,,4.26,6.02,0.0,6.5,1,1019760016,995312.0,234676.0,5c,22v2,40.8108002,-73.960039
183,MN,1976,10,109.0,7.0,10027.0,527 WEST 121 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6728,"  28,668 ",0.0,28668.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,24,24,66.67,100.92,67.0,86.0,108900,1024650,1926,1988,0,,,4.26,6.02,0.0,6.5,1,1019760010,995195.0,234741.0,5c,22v2,40.8109788,-73.9604616
184,MN,547,4,102.0,1.0,10003.0,28 WAVERLY PLACE,R7-2,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,3048,28641,28641.0,0.0,0.0,0.0,0.0,0.0,0.0,28641.0,1,10.0,0,1,37.75,80.75,37.75,76.0,607500,2507850,1900,1985,0,,,9.4,3.44,0.0,6.5,1,1005470004,985558.0,205364.0,12c,22v2,40.7303533,-73.9952806
185,MN,547,26,102.0,1.0,10003.0,3 WASHINGTON PLACE,C6-2G,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4062,28572,28572.0,0.0,0.0,0.0,0.0,0.0,0.0,28572.0,1,6.0,0,2,52.0,91.58,52.0,91.58,580500,3995550,1891,0,0,NoHo Historic District,,7.03,6.02,6.0,6.5,1,1005470026,985845.0,205055.0,12c,22v2,40.7295051,-73.9942452
186,MN,1884,21,109.0,7.0,10025.0,511 WEST 112 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6661,"  28,374 ",0.0,28374.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,24,24,66.0,100.92,66.0,92.0,270000,1918350,1925,1987,0,,,4.26,6.02,0.0,6.5,1,1018840021,994275.0,232513.0,5c,22v2,40.8048647,-73.9637884
187,QN,7021,75,408.0,24.0,11366.0,81-50C UTOPIA PARKWAY,R4,W6,8.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,48675,28244,,,,,,,,,1,1.0,0,0,165.0,295.0,110.0,245.0,981000,4171500,1971,0,0,,,0.58,0.75,0.0,2.0,4,4070210075,1041496.0,202830.0,14c,22v2,40.7232129,-73.7934729
188,MN,1896,53,109.0,7.0,10025.0,629 WEST 115 STREET,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  28,224 ",0.0,28224.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,32,32,50.0,100.92,50.0,81.0,175500,1181700,1910,1987,0,Morningside Heights Historic District,,5.59,6.02,0.0,6.5,1,1018960053,993774.0,233688.0,5c,22v2,40.8080903,-73.9655964
189,MN,1867,46,109.0,7.0,10025.0,419 WEST 115 STREET,R8,D1,3.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6728,"  28,188 ",0.0,28188.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,24,24,66.67,100.92,67.0,84.0,432450,2383200,1925,1985,0,,,4.19,6.02,0.0,6.5,1,1018670046,995093.0,232960.0,5c,22v2,40.8060906,-73.9608329
190,MN,1867,52,109.0,7.0,10025.0,411 WEST 115 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6728,"  28,188 ",0.0,28188.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,24,24,66.67,100.92,67.0,84.0,450000,1812600,1925,1985,0,,,4.19,6.02,0.0,6.5,1,1018670052,995209.0,232895.0,5c,22v2,40.805912,-73.960414
191,MN,1867,49,109.0,7.0,10025.0,415 WEST 115 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6728,"  28,188 ",0.0,28188.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,24,24,66.67,100.92,67.0,84.0,390600,2189700,1920,1985,0,,,4.19,6.02,0.0,6.5,1,1018670049,995151.0,232928.0,5c,22v2,40.8060027,-73.9606235
192,MN,1986,6,109.0,7.0,10027.0,573 WEST 131 STREET,C6-1,E7,6.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6811,"  28,000 ",28000.0,0.0,0.0,0.0,0.0,28000.0,0.0,0.0,1,4.0,0,1,68.17,99.92,68.0,99.0,306450,1538550,1917,2008,0,,,4.11,3.44,6.0,6.5,1,1019860006,996392.0,237106.0,6a,22v2,40.8174685,-73.9561332
193,MN,1867,54,109.0,7.0,10025.0,403 WEST 115 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6560,"  27,821 ",0.0,27821.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,30,30,65.0,100.92,65.0,86.0,372150,2197350,1920,1987,0,,,4.24,6.02,0.0,6.5,1,1018670054,995266.0,232863.0,5c,22v2,40.8058241,-73.9602082
194,MN,1885,15,109.0,7.0,10025.0,533 WEST 113 STREET,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  27,509 ",0.0,27509.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,32,32,50.0,100.92,50.0,88.0,315000,1693800,1915,1986,0,,,5.45,6.02,0.0,6.5,1,1018850015,994265.0,232819.0,5c,22v2,40.8057045,-73.963824
195,MN,1896,28,109.0,7.0,10025.0,604 WEST 115 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  26,950 ",0.0,26950.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,28,28,50.0,100.92,50.0,90.0,184050,1397700,1925,1987,0,,,5.34,6.02,0.0,6.5,1,1018960028,993917.0,233430.0,5c,22v2,40.807382,-73.9650802
196,MN,1990,33,109.0,7.0,10027.0,47 CLAREMONT AVENUE,R8,W6,8.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6250,"  26,302 ",26302.0,0.0,0.0,0.0,0.0,0.0,0.0,26302.0,1,6.0,0,1,62.5,100.0,62.5,87.0,183150,2734200,1906,0,0,Morningside Heights Historic District,,4.21,6.02,0.0,6.5,1,1019900033,994219.0,234453.0,5c,22v2,40.8101895,-73.9639878
197,MN,1962,11,109.0,7.0,10027.0,415 WEST 118 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  25,900 ",0.0,25900.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.0,28,28,50.0,100.92,50.0,84.0,112500,1576800,1926,0,0,,,5.13,6.02,0.0,6.5,1,1019620011,995616.0,233612.0,5c,22v2,40.8078795,-73.9589426
198,MN,465,37,103.0,2.0,10003.0,28 STUYVESANT STREET,R8B,W4,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4932,25800,25800.0,0.0,0.0,0.0,0.0,0.0,0.0,25800.0,1,6.0,0,1,98.0,70.0,95.0,72.0,553500,4313250,1920,1986,0,,,5.23,4.0,0.0,4.0,1,1004650037,987544.0,205150.0,12c,22v2,40.7297654,-73.988115
199,MN,1962,13,109.0,7.0,10027.0,405 WEST 118 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6055,"  25,603 ",0.0,25602.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,24,24,60.0,100.92,60.0,87.0,204300,1054800,1926,0,0,,,4.23,6.02,0.0,6.5,1,1019620013,995665.0,233585.0,5c,22v2,40.8078053,-73.9587657
200,MN,1867,64,109.0,7.0,10027.0,404 WEST 116 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6055,"  25,380 ",4541.0,20839.0,4541.0,0.0,0.0,0.0,0.0,0.0,1,6.0,16,16,60.0,100.92,60.0,81.0,91350,990000,1915,1998,0,,,4.19,6.02,0.0,6.5,1,1018670064,995317.0,232958.0,5c,22v2,40.8060848,-73.9600238
201,MN,1884,40,109.0,7.0,10025.0,506 WEST 113 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5458,"  24,446 ",0.0,24446.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,22,22,54.08,100.92,45.0,85.0,225000,904950,1925,0,0,,,4.48,6.02,0.0,6.5,1,1018840040,994412.0,232555.0,5c,22v2,40.8049798,-73.9632934
202,MN,1884,39,109.0,7.0,10025.0,502 WEST 113 STREET,R8,D1,3.0,,COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5458,"  22,914 ",0.0,22914.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,24,24,54.08,100.92,54.0,85.0,176850,866250,1910,1987,0,,,4.2,6.02,0.0,6.5,1,1018840039,994460.0,232528.0,5c,22v2,40.8049056,-73.9631201
203,MN,462,18,103.0,2.0,10003.0,38 EAST 7 STREET,R8B,H8,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,8652,22224,,,,,,,,,1,3.0,0,1,95.25,90.83,95.0,82.0,819000,1521450,1920,1967,0,,,2.57,4.0,0.0,4.0,1,1004620018,987335.0,204530.0,12c,22v2,40.7280637,-73.9888694
204,MN,550,32,102.0,1.0,10003.0,22 EAST 8 STREET,C1-7,H8,8.0,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,9099,22083,6072.0,0.0,6072.0,0.0,0.0,0.0,0.0,0.0,5,6.0,10,14,79.58,120.25,80.0,51.0,210600,1167300,1920,2004,2012,Greenwich Village Historic District,,2.43,6.02,2.0,6.5,1,1005500032,985581.0,205778.0,12c,22v2,40.7314896,-73.9951975
205,MN,1883,57,109.0,7.0,10025.0,540 WEST 112 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  21,573 ",0.0,21573.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,24,24,50.0,100.92,50.0,83.0,196200,1325700,1920,0,0,,,4.28,6.02,0.0,6.5,1,1018830057,993887.0,232549.0,5c,22v2,40.8049639,-73.9651898
206,MN,546,20,102.0,1.0,10003.0,10 WASHINGTON PLACE,R7-2,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4080,21549,21549.0,0.0,0.0,0.0,0.0,0.0,0.0,21549.0,1,6.0,0,1,42.33,96.25,42.33,86.0,607500,1890450,1900,0,0,,,5.28,3.44,0.0,6.5,1,1005460020,985640.0,204998.0,12c,22v2,40.7293487,-73.9949848
207,MN,1962,7,109.0,7.0,10027.0,419 WEST 118 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  21,216 ",0.0,21216.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,24,24,50.0,100.92,50.0,85.0,170100,1341450,1926,0,0,,,4.2,6.02,0.0,6.5,1,1019620007,995528.0,233661.0,5c,22v2,40.8080141,-73.9592604
208,MN,1962,9,109.0,7.0,10027.0,417 WEST 118 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  21,181 ",0.0,21180.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,21,21,50.0,100.92,50.0,84.0,92250,1250550,1926,1985,0,,,4.2,6.02,0.0,6.5,1,1019620009,995572.0,233637.0,5c,22v2,40.8079482,-73.9591015
209,MN,1883,48,109.0,7.0,10025.0,522 WEST 112 STREET,R8,C1,2.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  21,180 ",0.0,21180.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,24,24,50.0,100.92,50.0,87.0,180000,1201950,1907,0,0,,,4.2,6.02,0.0,6.5,1,1018830048,994083.0,232440.0,5c,22v2,40.8046645,-73.964482
210,MN,1469,21,108.0,5.0,10021.0,1393 YORK AVENUE,R10,M1,8.0,X,CORNELL UNIVERSITY,CORNELL UNIVERSITY,12771,21000,21000.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,1,2.0,0,1,102.17,125.0,102.17,100.0,2533500,5202450,1938,0,0,,,1.64,10.0,0.0,10.0,1,1014690021,997268.0,219268.0,9a,22v2,40.7685068,-73.9530029
211,MN,1962,5,109.0,7.0,10027.0,421 WEST 118 STREET,R8,C1,2.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  20,976 ",0.0,20976.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,24,24,50.0,100.92,50.0,84.0,109350,1222650,1926,0,0,,,4.16,6.02,0.0,6.5,1,1019620005,995484.0,233685.0,5c,22v2,40.80808,-73.9594193
212,MN,1976,37,109.0,7.0,10027.0,502 WEST 122 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,4796,"  20,566 ",0.0,20566.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,24,24,50.0,95.92,50.0,82.0,73800,679500,1926,1988,0,,,4.29,6.02,0.0,6.5,1,1019760037,995610.0,234626.0,5c,22v2,40.8106626,-73.9589626
213,MN,547,18,102.0,1.0,10003.0,10 WAVERLY PLACE,R7-2,W9,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2068,20550,20550.0,0.0,18700.0,1850.0,0.0,0.0,0.0,0.0,1,10.0,0,14,25.0,82.75,25.0,82.75,176400,1656900,1910,0,0,,,9.94,3.44,0.0,6.5,1,1005470018,985829.0,205188.0,12c,22v2,40.7298702,-73.9943029
214,MN,1994,60,109.0,7.0,10027.0,181 CLAREMONT AVENUE,R8,D1,3.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5000,"  20,484 ",0.0,20484.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,24,24,50.0,100.0,50.0,85.0,123750,1097550,1926,0,0,,,4.1,6.02,0.0,6.5,1,1019940060,995093.0,236026.0,5c,22v2,40.8145059,-73.960828
215,MN,1976,41,109.0,7.0,10027.0,512 WEST 122 STREET,R8,D1,3.0,X,TEACHERS COLLEGE COLUMBIA UNIVERITY,COLUMBIA UNIVERSITY,4796,"  20,378 ",0.0,20378.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,24,24,50.0,95.92,50.0,82.67,85500,1182150,1910,0,0,,,4.25,6.02,0.0,6.5,1,1019760041,995521.0,234675.0,5c,22v2,40.8107972,-73.959284
216,MN,1976,43,109.0,7.0,10027.0,514 WEST 122 STREET,R8,D1,3.0,X,TEACHERS COLLEGE COLUMBIA UNIVERITY,COLUMBIA UNIVERSITY,4796,"  20,378 ",0.0,20378.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,24,24,50.0,95.92,50.0,82.67,85500,1158750,1910,0,0,,,4.25,6.02,0.0,6.5,1,1019760043,995476.0,234700.0,5c,22v2,40.8108659,-73.9594465
217,MN,1976,39,109.0,7.0,10027.0,506 WEST 122 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,4796,"  20,238 ",0.0,20238.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,29,29,50.0,95.92,50.0,82.0,205200,896850,1910,0,0,,,4.22,6.02,0.0,6.5,1,1019760039,995565.0,234652.0,5c,22v2,40.8107341,-73.9591251
218,MN,1998,61,109.0,7.0,10027.0,2311 12 AVENUE,C6-1,G9,7.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,9992,"  19,984 ",19984.0,0.0,0.0,0.0,19984.0,0.0,0.0,0.0,1,2.0,0,2,99.92,100.0,99.0,100.0,225000,1093050,1912,0,0,,,2.0,3.44,6.0,6.5,1,1019980061,995554.0,237685.0,5c,22v2,40.8190588,-73.9591597
219,MN,547,25,102.0,1.0,10003.0,21 WASHINGTON PLACE,R7-2,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2500,19936,19936.0,0.0,0.0,0.0,0.0,0.0,0.0,19936.0,1,8.0,0,1,25.0,100.0,25.0,100.0,416250,2081250,1900,0,0,,,7.97,3.44,0.0,6.5,1,1005470025,985623.0,205205.0,12c,22v2,40.7299169,-73.9950461
220,MN,575,40,102.0,3.0,10011.0,24 WEST 12 STREET,R6,W9,8.0,X,NY UNIVERSITY,NEW YORK UNIVERSITY,3252,19924,19924.0,0.0,0.0,0.0,0.0,0.0,0.0,19924.0,1,5.0,0,1,28.5,103.25,28.5,97.0,616500,1957050,1852,1989,0,Greenwich Village Historic District,,6.13,2.43,0.0,4.8,1,1005750040,985409.0,207030.0,12c,22v2,40.7349261,-73.9958179
221,MN,1895,28,109.0,7.0,10025.0,610 WEST 113 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,4239,"  18,120 ",0.0,18120.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,18,18,42.0,100.92,42.0,84.0,25650,837000,1905,1987,0,Morningside Heights Historic District,,4.27,6.02,0.0,6.5,1,1018950028,993579.0,233020.0,5c,22v2,40.806257,-73.9663017
222,MN,1998,10,109.0,7.0,10027.0,641 WEST 131 STREET,C6-1,G1,10.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,14988,"  17,800 ",17800.0,0.0,5000.0,0.0,12800.0,0.0,0.0,0.0,1,2.0,0,1,150.0,99.92,150.0,99.92,270000,1573650,1926,0,0,,,1.19,3.44,6.0,6.5,1,1019980010,995663.0,237510.0,5c,22v2,40.8185783,-73.9587662
223,MN,546,8,102.0,1.0,10003.0,26 WASHINGTON PLACE,R7-2,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2787,17163,17163.0,0.0,0.0,0.0,0.0,0.0,0.0,17163.0,1,7.0,0,1,34.83,80.0,34.84,80.0,449100,1504350,1900,0,0,,,6.16,3.44,0.0,6.5,1,1005460008,985398.0,205166.0,12c,22v2,40.7298098,-73.9958579
224,MN,1998,13,109.0,7.0,10027.0,635 WEST 131 STREET,C6-1,G1,10.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,7494,"  16,000 ",16000.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,1,2.0,0,2,75.0,99.92,75.0,95.0,135000,1590750,1940,2002,0,,,2.14,3.44,6.0,6.5,1,1019980013,995761.0,237456.0,5c,22v2,40.81843,-73.9584123
225,MN,551,11,102.0,1.0,10011.0,22 WASHINGTON SQUARE N,R6,O2,5.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,3735,15430,15430.0,0.0,15430.0,0.0,0.0,0.0,0.0,0.0,2,3.5,0,1,27.92,134.58,27.94,126.0,540000,1935900,1925,2008,0,Greenwich Village Historic District,,4.13,2.43,0.0,4.8,1,1005510011,984852.0,206016.0,12c,22v2,40.7321429,-73.9978279
226,MN,1976,51,109.0,7.0,10027.0,524 WEST 122 STREET,R8,C1,2.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3789,"  15,156 ",0.0,15156.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,23,23,41.67,90.92,42.0,76.0,74700,840600,1910,0,0,,,4.0,6.02,0.0,6.5,1,1019760051,995306.0,234797.0,5c,22v2,40.8111324,-73.9600605
227,MN,1884,24,109.0,7.0,10025.0,509 WEST 112 STREET,R8,D1,3.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3431,"  15,102 ",0.0,15102.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,18,18,34.0,100.92,34.0,87.0,77850,753300,1925,0,0,,,4.4,6.02,0.0,6.5,1,1018840024,994318.0,232489.0,5c,22v2,40.8047987,-73.9636331
228,MN,1976,53,109.0,7.0,10027.0,526 WEST 122 STREET,R8,C1,2.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3789,"  14,856 ",0.0,14856.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,23,23,41.67,90.92,42.0,76.0,74250,954900,1905,1986,0,,,3.92,6.02,0.0,6.5,1,1019760053,995270.0,234817.0,5c,22v2,40.8111873,-73.9601905
229,MN,1987,9,109.0,7.0,10027.0,547 WEST 133 STREET,R7A,G2,7.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NY,COLUMBIA UNIVERSITY,7494,"  14,238 ",14238.0,0.0,0.0,0.0,14238.0,0.0,0.0,0.0,1,2.0,0,2,75.0,99.92,75.0,100.0,121500,623700,1970,0,0,,,1.9,4.0,0.0,4.0,1,1019870009,996711.0,237521.0,6a,22v2,40.8186071,-73.9549799
230,QN,7021,50,408.0,24.0,11432.0,81-50B UTOPIA PARKWAY,R4,W6,8.0,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,36000,14000,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,1,1.0,0,0,234.0,194.0,112.0,125.0,697500,2381400,1973,0,0,,,0.39,0.75,0.0,2.0,4,4070210050,1040894.0,202464.0,14c,22v2,40.7222122,-73.7956479
231,MN,1881,1,107.0,7.0,10025.0,2820 BROADWAY,R9A,C7,4.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3010,"  13,600 ",3000.0,10600.0,0.0,3000.0,0.0,0.0,0.0,0.0,1,5.0,12,14,35.0,86.0,34.0,86.0,180000,741150,1925,0,0,,,4.52,7.52,0.0,7.5,1,1018810001,993468.0,232024.0,5d,22v2,40.8035234,-73.966704
232,BX,3273,293,206.0,15.0,10458.0,561 EAST FORDHAM ROAD,C4-5D,G1,10.0,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,8800,13450,13450.0,0.0,0.0,0.0,13450.0,0.0,0.0,0.0,2,2.0,0,1,100.0,83.0,50.0,83.0,99000,320400,1931,2010,0,,,1.53,4.2,4.2,4.2,2,2032730293,1015795.0,252311.0,3c,22v2,40.8591538,-73.8859622
233,MN,550,30,102.0,1.0,10003.0,18 EAST 8 STREET,C1-7,H8,8.0,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,6000,13100,,,,,,,,,3,6.0,0,15,50.0,120.0,50.0,48.0,270000,526050,1900,0,0,Greenwich Village Historic District,,2.18,6.02,2.0,6.5,1,1005500030,985524.0,205809.0,12c,22v2,40.7315747,-73.9954032
234,MN,2004,72,109.0,7.0,10027.0,2308 JOE DIMAGGIO HIGHWAY,M1-2,K2,5.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,6677,"  13,058 ",13058.0,0.0,0.0,6677.0,0.0,6381.0,0.0,0.0,2,2.0,0,1,84.83,83.25,84.0,80.0,99000,1722150,1940,1993,0,,,1.96,0.0,2.0,4.8,1,1020040072,995397.0,237778.0,5c,22v2,40.8193143,-73.9597268
235,BX,3273,265,206.0,15.0,10458.0,585 EAST FORDHAM ROAD,C4-5D,K4,4.0,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,6475,12946,12946.0,0.0,0.0,6473.0,0.0,6473.0,0.0,0.0,1,2.0,0,2,78.0,83.0,78.0,83.5,145800,343350,1931,0,0,,,2.0,4.2,4.2,4.2,2,2032730265,1015950.0,252202.0,3c,22v2,40.8588541,-73.8854024
236,MN,550,27,102.0,1.0,10003.0,12 EAST 8 STREET,C1-7,H8,8.0,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,6000,12628,,,,,,,,,3,6.0,4,15,50.0,120.0,50.0,48.0,144000,764550,1930,0,0,Greenwich Village Historic District,,2.1,6.02,2.0,6.5,1,1005500027,985459.0,205845.0,12c,22v2,40.7316735,-73.9956377
237,MN,1883,54,109.0,7.0,10025.0,534 WEST 112 STREET,R8,K2,5.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7569,"  12,375 ",12375.0,0.0,0.0,12375.0,0.0,0.0,0.0,0.0,1,2.0,0,2,75.0,100.92,75.0,100.0,342000,1094850,1997,0,0,,,1.63,6.02,0.0,6.5,1,1018830054,993940.0,232519.0,5c,22v2,40.8048815,-73.9649984
238,MN,1896,79,109.0,7.0,10027.0,612 WEST 116 STREET,R8,W6,8.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  12,218 ",12218.0,0.0,0.0,0.0,0.0,0.0,0.0,12218.0,1,5.0,0,1,25.0,100.92,25.0,84.0,109350,659700,1906,0,0,Morningside Heights Historic District,,4.84,6.02,0.0,6.5,1,1018960079,993925.0,233727.0,5c,22v2,40.8081971,-73.9650509
239,MN,550,24,102.0,1.0,10003.0,6 EAST 8 STREET,C1-7,H8,8.0,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4600,12000,630.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,1,6.0,11,12,50.0,92.0,50.0,46.0,107550,381600,1930,0,0,Greenwich Village Historic District,,2.61,6.02,2.0,6.5,1,1005500024,985400.0,205895.0,12c,22v2,40.7318108,-73.9958506
