borough,block,lot,cd,council,zipcode,address,zonedist1,bldgclass,landuse,ownertype,ownername,Final,lotarea, bldgarea ,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,xcoord,ycoord,zonemap,version,latitude,longitude
MN,1392,163,108,4,10075,14 EAST 78 STREET,R8B,W6,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2043,10262,10262,0,0,0,0,0,0,10262,1,5,0,1,20,102.17,20,73.17,1170000,2605950,1887,1983,0,Metropolitan Museum Historic District,,5.02,4,0,4,1,1013920163,994363,221906,8c,22v2,40.7757512,-73.9634865
BX,5775,230,208,11,10463,301 WEST 238 STREET,R6,E9,6,X,MANHATTAN COLLEGE,MANHATTAN COLLEGE,27000,10200,10200,0,0,0,0,10200,0,0,1,1,0,1,180,150,125,70,243000,552600,1931,2017,0,,,0.38,2.43,0,4.8,2,2057750230,1011187,262273,1d,22v2,40.8865117,-73.9025804
BK,6065,39,310,43,11209,429 89 STREET,C8-2,G2,7,O,NEW YORK SCHOOL CONSTRUCTION AUTHORITY,NEW YORK SCHOOL CONSTRUCTION AUTHORITY,10000,10000,10000,0,1750,0,8250,0,0,0,1,1,0,1,100,100,100,100,168750,461700,1923,2006,0,,,1,0,2,4.8,3,3060650039,976432,165234,22b,22v2,40.6202021,-74.0281615
MN,541,33,102,1,10012,249 SULLIVAN STREET,R7-2,W6,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2500,10000,10000,0,0,0,0,0,0,10000,1,4,0,1,100,25.42,76,25,303750,1229850,1972,0,0,South Village Historic District,,4,3.44,0,6.5,1,1005410033,984557,205392,12c,22v2,40.7304302,-73.9988923
MN,546,30,102,1,10003,31 WEST 4 STREET,R7-2,W6,8,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2497,9980,9980,0,7480,2500,0,0,0,0,1,4,0,3,25.92,96.25,25.92,96,297900,1504350,1900,1999,0,,,4,3.44,0,6.5,1,1005460030,985484,204981,12c,22v2,40.7293021,-73.9955477
MN,547,19,102,1,10003,7 WASHINGTON PLACE,R7-2,O2,5,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2500,9800,9800,0,9800,0,0,0,0,0,1,4,0,1,25,100,25,100,197550,792000,1900,0,0,,,3.92,3.44,0,6.5,1,1005470019,985776,205107,12c,22v2,40.7296478,-73.9944941
MN,930,41,106,2,10010,330 EAST 25 STREET,R8,H8,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2469,9595,,,,,,,,,2,5,0,1,25,98.75,25,70,553500,808200,1910,0,0,,,3.89,6.02,0,6.5,1,1009300041,990166,208286,8d,22v2,40.7383716,-73.9786519
MN,2094,29,109,7,10031,3589 BROADWAY,R8,K1,5,,THE TRUSTEES OF COLUMBIA UNIVERSITY IN T HE CITY OF,COLUMBIA UNIVERSITY,8570,"  9,000 ",9000,0,0,9000,0,0,0,0,1,1,0,6,26.2,125,26,125,204750,576000,1969,0,0,,,1.05,6.02,0,6.5,1,1020940029,998134,240992,3b,22v2,40.8281319,-73.9498316
MN,1376,12,108,4,10065,15 EAST 61 STREET,R8B,O8,4,X,SYRACUSE UNIVERSITY,SYRACUSE UNIVERSITY,2510,8580,6920,1660,6920,0,0,0,0,0,1,5,3,4,25,100.42,24,70,855000,1161900,1880,0,0,Upper East Side Historic District,,3.42,4,0,4,1,1013760012,992310,218083,8c,22v2,40.7652602,-73.9709035
BX,5752,121,208,11,10463,2 RIVER AVENUE,R1-1,A3,1,X,NEW YORK UNIVERSITYSCHOOL OF LAW FOUNDAT ION,NEW YORK UNIVERSITY,41439,8563,0,6767,0,0,0,0,0,0,2,2.75,1,1,179.22,231.6,48,58,78300,363360,1905,2003,0,,,0.21,0.5,0,1,2,2057520121,1006277,261964,1b,22v2,40.8856772,-73.9203388
MN,1471,27,108,5,10075,444 EAST 77 STREET,R10,C5,2,X,CORNELL UNIVERSITY,CORNELL UNIVERSITY,2071,8405,0,8405,0,0,0,0,0,0,1,5,16,16,25,82.83,25,67,202950,1008000,1954,1987,0,,,4.06,10,0,10,1,1014710027,997602,219819,9a,22v2,40.7700186,-73.951796
MN,1471,28,108,5,10075,442 EAST 77 STREET,R10,C5,2,X,CORNELL UNIVERSITY,CORNELL UNIVERSITY,2071,8405,0,8405,0,0,0,0,0,0,1,5,16,16,25,82.83,25,67,202950,1008000,1954,1987,0,,,4.06,10,0,10,1,1014710028,997579,219832,9a,22v2,40.7700543,-73.951879
MN,1895,78,109,7,10025,415 RIVERSIDE DRIVE,R8,C5,2,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2403,"  8,200 ",0,8200,0,0,0,0,0,0,1,5,9,9,25.75,93.33,25,78,330750,1850850,1898,0,0,Morningside Heights Historic District,,3.41,6.02,0,6.5,1,1018950078,993464,233363,5c,22v2,40.8071985,-73.9667166
MN,1957,110,109,9,10031,183 CONVENT AVENUE,R7-2,W5,8,X,CITY UNIVERSITY OF NEW YORK,CITY UNIVERSITY OF NEW YORK,30026,8100,8100,0,8100,0,0,0,0,0,1,1,0,1,144,94,144,144,634500,1822050,1985,0,0,,,0.27,3.44,0,6.5,1,1019570110,998342,238115,6a,22v2,40.820235,-73.9490861
MN,1885,46,109,7,10025,524 WEST 114 STREET,R8,C4,2,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  8,040 ",0,8040,0,0,0,0,0,0,1,4,10,10,25,100.92,25,68,279000,1814850,1920,1988,0,,,3.19,6.02,0,6.5,1,1018850046,994391,232867,5c,22v2,40.8058362,-73.9633688
MN,551,7,102,1,10011,19 WASHINGTON SQUARE N,R6,O2,5,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,3997,7868,7868,0,7868,0,0,0,0,0,2,3.5,0,1,28.17,144,28,112,362250,925650,1890,2009,0,Greenwich Village Historic District,,1.97,2.43,0,4.8,1,1005510007,984940,205964,12c,22v2,40.7320002,-73.9975104
MN,1986,10,109,7,10027,555 WEST 131 STREET,C6-1,G2,7,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,COLUMBIA UNIVERSITY,7524,"  7,800 ",7800,0,0,0,7800,0,0,0,1,1,0,1,75,100.33,75,100,101250,490050,1925,0,0,,,1.04,3.44,6,6.5,1,1019860010,996453,237072,6a,22v2,40.8173751,-73.9559128
MN,551,10,102,1,10011,21 WASHINGTON SQUARE N,R6,C1,2,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,3440,7785,0,7785,0,0,0,0,0,0,3,3.5,7,7,25,136.75,25,86,380250,3503250,1900,1985,0,Greenwich Village Historic District,,2.26,2.43,0,4.8,1,1005510010,984874,206003,12c,22v2,40.7321073,-73.9977485
MN,550,6,102,1,10003,6 WASHINGTON SQUARE N,R6,W6,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4375,7724,7724,0,0,0,0,0,0,7724,2,3.5,0,2,27.67,157.25,27.67,104,351450,654300,1900,0,0,Greenwich Village Historic District,,1.77,2.43,0,4.8,1,1005500006,985384,205687,12c,22v2,40.7312399,-73.9959084
MN,1998,57,109,7,10027,640 WEST 132 STREET,C6-1,G9,7,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,9992,"  7,500 ",7500,0,0,0,7500,0,0,0,1,1,0,1,100,99.92,75,100,189000,1371150,1910,0,0,,,0.75,3.44,6,6.5,1,1019980057,995645,237634,5c,22v2,40.8189187,-73.958831
MN,568,32,102,2,10003,7 EAST 10 STREET,R7-2,W6,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2321,7410,7410,0,0,0,0,0,0,7410,1,5,0,1,24.5,94.75,25,58,648000,1504350,1887,1983,0,Greenwich Village Historic District,,3.19,3.44,0,6.5,1,1005680032,985742,206440,12c,22v2,40.7333066,-73.9946165
BK,1916,10,302,35,11205,265 CLINTON AVENUE,R6B,P8,8,X,ST JOSEPH'S COLLEGE,ST JOSEPH'S COLLEGE,11500,7350,7350,0,7350,0,0,0,0,0,1,3,0,1,63.75,180,40,50,162000,602550,1879,1967,0,Clinton Hill Historic District,,0.64,2,0,2,3,3019160010,993210,190731,16c,22v2,40.6901847,-73.9676909
MN,1895,27,109,7,10025,608 WEST 113 STREET,R8,C4,2,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  7,210 ",0,7210,0,0,0,0,0,0,1,4,11,11,25,100.92,25,58,90000,580500,1897,1987,0,Morningside Heights Historic District,,2.86,6.02,0,6.5,1,1018950027,993608,233004,5c,22v2,40.806213,-73.966197
MN,1867,69,109,7,10027,424 WEST 116 STREET,R8,O2,5,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  7,050 ",7050,0,7050,0,0,0,0,0,1,3,0,2,25,100.92,25,80,76050,614250,1915,0,0,,,2.79,6.02,0,6.5,1,1018670069,995215,233014,5c,22v2,40.8062386,-73.9603921
MN,1884,52,109,7,10025,544 WEST 113 STREET,R8,C7,4,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1892,"  7,040 ",1430,5610,0,1430,0,0,0,0,1,4,8,9,18.75,100.92,19,67,255150,922950,1920,0,0,,,3.72,6.02,0,6.5,1,1018840052,994124,232714,5c,22v2,40.8054165,-73.9643335
MN,1309,64,105,4,10022,120 EAST 55 STREET,C5-2,O2,5,X,STATE UNIVERSITY OF,STATE UNIVERSITY OF NEW YORK,1883,7024,7024,0,7024,0,0,0,0,0,1,5,0,1,18.75,100.42,18.75,77,423900,897750,1920,1989,2003,,,3.73,10,10,10,1,1013090064,992299,216074,8d,22v2,40.759746,-73.9709456
MN,1993,39,109,7,10027,124 LA SALLE STREET,R8,C4,2,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1800,"  6,995 ",0,6995,0,0,0,0,0,0,1,5,14,14,18,100.92,18,87,20700,441450,1901,1988,0,,,3.89,6.02,0,6.5,1,1019930039,995217,235758,5c,22v2,40.8137702,-73.9603804
MN,550,29,102,1,10003,16 EAST 8 STREET,C1-7,H8,8,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,3000,6850,1175,0,0,1175,0,0,0,0,2,6,1,13,25,120,25,78,207000,917550,1930,0,0,Greenwich Village Historic District,,2.28,6.02,2,6.5,1,1005500029,985492,205827,12c,22v2,40.7316241,-73.9955187
MN,1309,107,105,4,10022,121 EAST 54 STREET,C5-2.5,O2,5,X,STATE UNIVERSITY OF,STATE UNIVERSITY OF NEW YORK,1678,6775,6775,0,6775,0,0,0,0,0,1,4,0,1,16.83,100.42,16.83,54,377550,1030500,1920,2003,0,,,4.04,10,12,12,1,1013090107,992223,215998,8d,22v2,40.7595375,-73.9712201
MN,1309,7,105,4,10022,119 EAST 54 STREET,C5-2.5,O2,5,X,STATE UNIVERSITY OF,STATE UNIVERSITY OF NEW YORK,1688,6775,6775,0,6775,0,0,0,0,0,1,4,0,1,16.83,100.42,16.83,54,379800,792000,1926,1988,2003,,,4.01,10,12,12,1,1013090007,992209,216006,8d,22v2,40.7595594,-73.9712706
MN,1426,20,108,4,10021,255 EAST 71 STREET,R8B,W9,8,X,MARYMOUNT MANHATTAN COLLEGE,MARYMOUNT MANHATTAN COLLEGE,1890,6755,6755,0,6755,0,0,0,0,0,1,5,0,1,18.5,102.17,18.5,50,506700,1158300,1899,2012,0,,,3.57,4,0,4,1,1014260020,995544,219272,8c,22v2,40.7685201,-73.9592268
MN,1404,30,108,4,10021,161 EAST 69 STREET,R8B,W8,8,X,NEW YORK SCHOOL OF INTERIOR DESIGN,NEW YORK SCHOOL OF INTERIOR DESIGN,2510,6750,6750,0,4500,0,0,0,0,2250,1,3,0,1,25,100.42,25,92,666000,1246950,1916,1988,0,Upper East Side Historic District,,2.69,4,0,4,1,1014040030,994628,219183,8c,22v2,40.768277,-73.9625339
MN,550,5,102,1,10003,5 WASHINGTON SQUARE N,R6,W6,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4430,6715,6715,0,0,0,0,0,0,6715,2,3.5,0,2,27.67,159.08,27.67,159.08,418500,721800,1920,1984,0,Greenwich Village Historic District,,1.52,2.43,0,4.8,1,1005500005,985407,205673,12c,22v2,40.7312014,-73.9958254
BX,5949,237,208,11,10471,5543 ARLINGTON AVENUE,R1-2,A3,1,X,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,43820,6625,0,6625,0,0,0,0,0,0,2,2.5,1,1,145,319,57,30,62640,243900,1920,2001,2001,,,0.15,0.5,0,1,2,2059490237,1009795,268707,1c,22v2,40.9041751,-73.9075901
MN,1885,119,109,7,10025,525 WEST 113 STREET,R8,C4,2,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2018,"  6,570 ",0,6570,0,0,0,0,0,0,1,5,10,10,20,100.92,20,70,181800,1482750,1915,1980,0,,,3.26,6.02,0,6.5,1,1018850119,994347,232773,5c,22v2,40.8055782,-73.9635279
MN,1885,54,109,7,10025,544 WEST 114 STREET,R8,C4,2,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2018,"  6,230 ",0,6230,0,0,0,0,0,0,1,4,9,9,20,100.92,20,64,174150,1405800,1900,1987,0,,,3.09,6.02,0,6.5,1,1018850054,994210,232967,5c,22v2,40.8061108,-73.9640225
MN,1885,58,109,7,10025,554 WEST 114 STREET,R8,C4,2,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2018,"  6,033 ",0,6033,0,0,0,0,0,0,1,5,10,10,20,100.92,20,66,194400,1593450,1900,0,0,,,2.99,6.02,0,6.5,1,1018850058,994125,233014,5c,22v2,40.8062399,-73.9643294
MN,1895,129,109,7,10025,614 WEST 113 STREET,R8,H8,8,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1817,"  5,910 ",,,,,,,,,1,5,0,1,18,100.92,18,69,216900,409050,1897,0,0,Morningside Heights Historic District,,3.25,6.02,0,6.5,1,1018950129,993553,233035,5c,22v2,40.8062982,-73.9663956
MN,1885,48,109,7,10025,528 WEST 114 STREET,R8,C5,2,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2018,"  5,800 ",0,5800,0,0,0,0,0,0,1,4,7,7,20,100.92,20,68,67500,1309050,1920,1987,2009,,,2.87,6.02,0,6.5,1,1018850048,994350,232889,5c,22v2,40.8058966,-73.9635169
MN,1885,52,109,7,10025,538 WEST 114 STREET,R8,C5,2,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2018,"  5,800 ",0,5800,0,0,0,0,0,0,1,4,13,13,20,100.92,20,64,135000,541350,1900,0,0,,,2.87,6.02,0,6.5,1,1018850052,994262,232938,5c,22v2,40.8060312,-73.9638347
MN,1884,58,109,7,10025,560 WEST 113 STREET,R8,W6,8,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1917,"  5,773 ",5773,0,0,0,0,0,0,5773,1,4,0,2,19,100.92,19,70,63900,600750,1900,1985,0,,,3.01,6.02,0,6.5,1,1018840058,993997,232785,5c,22v2,40.8056115,-73.9647921
MN,1884,53,109,7,10025,546 WEST 113 STREET,R8,C5,2,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1892,"  5,710 ",0,5710,0,0,0,0,0,0,1,4,8,8,18.75,100.92,19,74,241200,1442250,1920,0,0,,,3.02,6.02,0,6.5,1,1018840053,994108,232723,5c,22v2,40.8054412,-73.9643913
MN,1884,51,109,7,10025,540 WEST 113 STREET,R8,C4,2,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1892,"  5,710 ",0,5710,0,0,0,0,0,0,1,4,10,10,18.75,100.92,19,67,205650,1507950,1920,0,0,,,3.02,6.02,0,6.5,1,1018840051,994157,232696,5c,22v2,40.8053671,-73.9642143
MN,1884,57,109,7,10025,558 WEST 113 STREET,R8,C5,2,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1917,"  5,625 ",0,5625,0,0,0,0,0,0,1,5,9,9,19,100.92,19,67,236250,1485450,1920,0,0,,,2.93,6.02,0,6.5,1,1018840057,994014,232775,5c,22v2,40.8055841,-73.9647307
MN,1885,148,109,7,10025,530 WEST 114 STREET,R8,C4,2,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2018,"  5,620 ",0,5620,0,0,0,0,0,0,1,4,9,9,20,100.92,20,64,148500,1484550,1900,1988,0,,,2.78,6.02,0,6.5,1,1018850148,994331,232900,5c,22v2,40.8059268,-73.9635855
MN,1884,151,109,7,10025,542 WEST 113 STREET,R8,C4,2,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1892,"  5,610 ",0,5610,0,0,0,0,0,0,1,4,9,9,18.75,100.92,19,67,220950,1481850,1920,0,0,,,2.97,6.02,0,6.5,1,1018840151,994140,232705,5c,22v2,40.8053918,-73.9642757
MN,1896,51,109,7,10025,635 WEST 115 STREET,R8,W6,8,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  5,525 ",5525,0,0,0,0,0,0,5525,1,4,0,1,25,100.92,25,47,94500,575100,1893,0,0,Morningside Heights Historic District,,2.19,6.02,0,6.5,1,1018960051,993716,233720,5c,22v2,40.8081781,-73.9658058
MN,1885,53,109,7,10025,542 WEST 114 STREET,R8,C5,2,X,COLLEGE OF PHYSICAN & SURGEONS,COLLEGE OF PHYSICAN & SURGEONS,1892,5469,0,5469,0,0,0,0,0,0,1,4,11,11,18.75,100.92,20,66,135000,591300,1900,1987,0,,,2.89,6.02,0,6.5,1,1018850053,994227,232957,5c,22v2,40.8060834,-73.9639611
MN,1884,156,109,7,10025,556 WEST 113 STREET,R8,C5,2,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1817,"  5,250 ",0,5250,0,0,0,0,0,0,1,4,12,12,18,100.92,18,67,90000,413550,1920,0,0,,,2.89,6.02,0,6.5,1,1018840156,994030,232766,5c,22v2,40.8055593,-73.964673
MN,1884,56,109,7,10025,554 WEST 113 STREET,R8,C5,2,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1817,"  5,250 ",0,5250,0,0,0,0,0,0,1,4,8,8,18,100.92,18,65,172350,1386450,1920,0,0,,,2.89,6.02,0,6.5,1,1018840056,994046,232757,5c,22v2,40.8055346,-73.9646152
MN,1884,54,109,7,10025,548 WEST 113 STREET,R8,W6,8,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1716,"  5,235 ",5235,0,0,0,0,0,0,5235,1,4,9,9,17,100.92,17,70,109350,544500,1910,0,0,,,3.05,6.02,0,6.5,1,1018840054,994092,232732,5c,22v2,40.805466,-73.9644491
BX,3273,252,206,15,10458,619 EAST FORDHAM ROAD,C4-5D,GU,5,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,6758,5000,5000,0,0,500,4500,0,0,0,1,1,0,1,50.75,129.42,50,100,121500,408150,1923,1983,0,,,0.74,4.2,4.2,4.2,2,2032730252,1016261,252082,3c,22v2,40.8585236,-73.8842787
MN,1998,6,109,7,10027,653 WEST 131 STREET,C6-1,G1,10,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,4996,"  4,996 ",4996,0,0,0,4996,0,0,0,1,1,0,1,50,99.92,50,100,137250,624150,1930,0,0,,,1,3.44,6,6.5,1,1019980006,995575,237559,5c,22v2,40.8187129,-73.9590841
BX,5749,695,208,11,10463,681 WEST 231 STREET,R1-1,A3,1,X,LEHMAN COLLEGE,LEHMAN COLLEGE,21160,4992,0,4992,0,0,0,0,0,0,1,2.75,1,1,183.94,115,29,49,38220,156120,1920,0,0,,,0.24,0.5,0,1,2,2057490695,1007385,261381,1b,22v2,40.8840742,-73.9163337
MN,1884,55,109,7,10025,552 WEST 113 STREET,R8,W6,8,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1716,"  4,975 ",4975,0,0,0,0,0,0,4975,1,4,10,10,17,100.92,17,64,59850,162000,1910,0,0,,,2.9,6.02,0,6.5,1,1018840055,994061,232749,5c,22v2,40.8055126,-73.964561
MN,1881,6,107,7,10025,253 WEST 109 STREET,R8B,C2,2,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1365,"  4,946 ",0,4946,0,0,0,0,0,0,1,5,5,5,39,35,39,35,153450,1306350,1920,0,0,,,3.62,4,0,4,1,1018810006,993524,231993,5d,22v2,40.8034382,-73.9665018
SI,315,29,501,49,10310,1058 FOREST AVENUE,R3-2,O1,5,X,RICHMOND UNIVERSITY MEDICAL CENTER,RICHMOND UNIVERSITY MEDICAL CENTER,15400,4860,4860,0,4860,0,0,0,0,0,1,1,0,1,100,154,60,81,173250,238050,1967,0,0,,,0.32,0.5,0,1,5,5003150029,949601,167680,21a,22v2,40.6268516,-74.124823
MN,1399,150,108,4,10065,132 EAST 65 STREET,C1-8X,W8,8,X,THE CITY UNIVERSITY OF NEW YORK,THE CITY UNIVERSITY OF NEW YORK,2008,4832,4832,0,0,0,0,0,0,4832,1,4,0,1,20,100.42,20,50,769500,1296900,1871,1989,0,Upper East Side Historic District Extension,,2.41,9,2,9,1,1013990150,993894,218215,8c,22v2,40.7656209,-73.9651851
MN,2155,88,112,10,10033,2496 AMSTERDAM AVENUE,R7-2,E1,6,X,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,2292,4710,4710,0,0,0,0,0,4710,0,1,2,0,1,22.92,100,23,94,82350,338850,1923,1989,0,,,2.05,3.44,0,6.5,1,1021550088,1003600,248897,3a,22v2,40.8498185,-73.930058
BX,3273,208,206,15,10458,2546 BELMONT AVENUE,C4-5D,W6,8,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,1877,4687,4687,0,0,0,0,0,0,4687,1,3,0,1,25,75.08,25,75,17550,162900,1931,0,0,,,2.5,4.2,4.2,4.2,2,2032730208,1016687,252123,3c,22v2,40.8586346,-73.8827385
MN,2139,166,112,10,10032,83 HAVEN AVENUE,R8,K2,5,,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,COLUMBIA UNIVERSITY,2325,"  4,653 ",4653,0,0,4653,0,0,0,0,1,2,0,2,25.83,95.92,25.83,94,23850,549900,1926,0,0,,,2,6.02,0,6.5,1,1021390166,1000214,246865,3b,22v2,40.8442481,-73.9423018
BK,1915,48,302,35,11205,256 CLINTON AVENUE,R6B,M4,8,X,ST JOSEPH S COLLEGE,ST JOSEPH'S COLLEGE,1808,4500,4500,0,0,0,0,0,0,4500,1,4,0,0,20.08,90,20,45,25650,248850,1878,0,0,Clinton Hill Historic District,,2.49,2,0,2,3,3019150048,992932,190874,16c,22v2,40.6905775,-73.9686932
BX,4203,82,211,13,10461,1201 MORRIS PARK AVENUE,R4,O7,5,,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,9900,4391,4391,0,4391,0,0,0,0,0,1,1,0,1,75.17,102.92,75,50,156150,316350,1955,1988,0,,,0.44,0.75,0,2,2,2042030082,1026153,249485,4a,22v2,40.8513542,-73.8485349
MN,2094,32,109,7,10031,3581 BROADWAY,R8,M9,8,,THE TRUSTEES OF COLUMBIA UNIVERSITY IN T HE CITY OF,COLUMBIA UNIVERSITY,3985,"  4,200 ",4200,0,0,0,0,0,0,0,1,1,0,1,74.92,54.67,74,54,94950,206100,1969,0,0,,,1.05,6.02,0,6.5,1,1020940032,998173,240947,3b,22v2,40.8280083,-73.9496908
MN,573,13,102,3,10011,58 WEST 10 STREET,R6,W9,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,1983,4090,4090,0,4090,0,0,0,0,0,1,3,0,1,21.5,92.25,21.5,40,356850,659700,1836,0,0,Greenwich Village Historic District,,2.06,2.43,0,4.8,1,1005730013,984792,206792,12c,22v2,40.7342729,-73.9980443
MN,575,61,102,3,10011,21 WEST 11 STREET,R6,B1,1,X,NEW SCHOOL FOR SOCIAL RESEARCH,NEW SCHOOL,1957,4038,0,3060,0,0,0,0,0,0,1,4,2,2,20.08,103.25,20,35,177660,650820,1834,0,0,Greenwich Village Historic District,,2.06,2.43,0,4.8,1,1005750061,985404,206916,12c,22v2,40.7346132,-73.995836
MN,1895,67,109,7,10025,616 WEST 114 STREET,R8,H8,8,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1514,"  3,900 ",,,,,,,,,1,4,0,1,15,100.92,15,75,180900,265950,1896,1988,0,Morningside Heights Historic District,,2.58,6.02,0,6.5,1,1018950067,993686,233259,5c,22v2,40.8069129,-73.9659149
MN,1895,163,109,7,10025,604 WEST 114 STREET,R8,H8,8,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1514,"  3,900 ",,,,,,,,,1,4,0,1,15,100.92,15,75,124648,179550,1896,2006,0,Morningside Heights Historic District,,2.58,6.02,0,6.5,1,1018950163,993761,233217,5c,22v2,40.8067975,-73.965644
MN,621,67,102,3,10014,63 CHARLES STREET,R6,A4,1,X,NEW YORK UNIVERSITYSCHOOL OF LAW FOUNDAT ION,NEW YORK UNIVERSITY,1905,3840,0,2880,0,0,0,0,0,0,1,3,1,1,20,95.25,20,48,169020,780780,1866,1999,0,Greenwich Village Historic District,,2.02,2.43,0,4.8,1,1006210067,983210,207059,12a,22v2,40.7350057,-74.0037527
MN,1895,164,109,7,10025,608 WEST 114 STREET,R8,C5,2,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1413,"  3,688 ",0,3688,0,0,0,0,0,0,1,4,9,9,14,100.92,14,76,199800,974250,1896,1987,0,Morningside Heights Historic District,,2.61,6.02,0,6.5,1,1018950164,993736,233231,5c,22v2,40.806836,-73.9657343
MN,1895,66,109,7,10025,614 WEST 114 STREET,R8,H8,8,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1413,"  3,688 ",,,,,,,,,1,4,0,1,14,100.92,14,76,168750,288000,1896,0,0,Morningside Heights Historic District,,2.61,6.02,0,6.5,1,1018950066,993698,233252,5c,22v2,40.8068936,-73.9658715
MN,1895,165,109,7,10025,612 WEST 114 STREET,R8,H8,8,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1413,"  3,688 ",,,,,,,,,1,4,0,1,14,100.92,14,75,168750,207000,1896,0,0,Morningside Heights Historic District,,2.61,6.02,0,6.5,1,1018950165,993711,233245,5c,22v2,40.8068744,-73.9658246
MN,1895,65,109,7,10025,610 WEST 114 STREET,R8,H8,8,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1413,"  3,688 ",,,,,,,,,1,4,0,1,14,100.92,14,75,168750,276300,1896,0,0,Morningside Heights Historic District,,2.61,6.02,0,6.5,1,1018950065,993723,233238,5c,22v2,40.8068552,-73.9657812
